Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,
638,18.38,8.72%,0.0039,0.06543133
639,0,8.57%,0.0075,0
640,7.83,24.40%,0.0084,0.049723632
641,9.97,4.62%,0.0035,0.033282851
642,7.13,23.22%,0.0037,0.020255332
643,13.02,31.24%,0.0096,0.085944499
644,23.3,34.18%,0.0044,0.067478664
645,6.8,27.86%,0.0053,0.025999256
646,14.87,17.15%,0.0058,0.071454811
647,22.26,32.21%,0.0081,0.122229437
648,12.31,36.40%,0.0024,0.018789984
649,3.97,35.55%,0.0076,0.019445854
650,22.04,16.61%,0.0058,0.106599105
651,20.76,4.03%,0.01,0.19923372
652,16.64,38.56%,0.0011,0.011245978
653,8.03,1.72%,0.0005,0.003945942
654,18.6,37.43%,0.0059,0.068664318
655,10.22,5.50%,0.0094,0.09078426
656,3.91,11.23%,0.0071,0.02464344
657,20.98,19.77%,0.0051,0.085844495
658,14.78,27.75%,0.0012,0.01281426
659,13.96,23.55%,0.0058,0.061900036
660,14.59,34.45%,0.0068,0.065033466
661,21.5,8.60%,0.0073,0.1434523
662,1.14,29.92%,0.0048,0.003834778
663,16.39,1.85%,0.0096,0.154433136
664,6.42,6.22%,0.0096,0.05779849
665,2.4,2.75%,0.0003,0.0007002
666,20.78,19.53%,0.0055,0.091969163
667,22.66,29.08%,0.0071,0.114100351
668,24.74,2.87%,0.0038,0.091313856
669,3.93,1.11%,0.0021,0.008161392
670,21.43,36.61%,0.0042,0.057054803
671,22.91,21.41%,0.0079,0.142239255
672,0.86,19.70%,0.0043,0.002969494
673,0.06,3.13%,0.0087,0.000505661
674,12.8,24.41%,0.0083,0.080306816
675,2.57,39.55%,0.0042,0.006524973
676,17.85,2.58%,0.0062,0.107814714
677,12.15,39.47%,0.0071,0.052216205
678,1.4,2.10%,0.002,0.0027412
679,1.31,38.88%,0.0047,0.003763158
680,18.73,37.20%,0.0001,0.001176244
681,1.59,11.64%,0.002,0.002809848
682,7.71,8.41%,0.0045,0.031777151
683,18.51,17.98%,0.0089,0.135118928
684,21.6,23.93%,0.009,0.14788008
685,5.46,21.40%,0.0051,0.021886956
686,20.62,6.67%,0.0088,0.169352885
687,6.07,23.74%,0.0067,0.031014179
688,9.08,14.56%,0.0051,0.039565555
689,18.08,5.58%,0.0082,0.139983315
690,20.78,20.32%,0.0023,0.038082259
691,8.05,3.29%,0.0026,0.020241403
692,17.38,29.54%,0.0083,0.101641368
693,7.04,8.39%,0.0069,0.044500474
694,17.03,7.63%,0.0007,0.011011428
695,12.17,38.75%,0.0092,0.06857795
696,19.65,29.49%,0.0098,0.135781107
697,12.67,16.75%,0.0036,0.03797199
698,9.55,14.84%,0.0098,0.079701244
699,10.6,6.21%,0.0043,0.042749482
700,7.85,21.15%,0.0082,0.050755745
701,17.87,30.92%,0.0033,0.040737167
702,17.14,27.64%,0.0064,0.079376026
703,24.95,17.29%,0.0018,0.037145061
704,6.03,29.22%,0.0095,0.040546323
705,8.26,22.56%,0.0083,0.053091315
706,12.74,37.06%,0.0099,0.079383704
707,6.52,19.86%,0.0067,0.035008358
708,9.84,35.21%,0.0051,0.032514214
709,15.11,23.98%,0.0045,0.051689799
710,24.68,36.20%,0.003,0.04723752
711,5.96,20.18%,0.0013,0.006184454
712,1.92,37.09%,0.001,0.001207872
713,16.03,38.86%,0.0077,0.075465713
714,2.27,37.87%,0.0034,0.004795193
715,15.86,39.96%,0.0009,0.00857011
716,19.72,15.60%,0.0014,0.023301152
717,3.33,30.95%,0.0013,0.002989175
718,5.03,32.94%,0.0006,0.002023871
719,3.14,15.18%,0.0059,0.015713753
720,4.53,10.91%,0.006,0.024214662
721,1.27,36.91%,0.0099,0.007932306
722,19.85,22.18%,0.0098,0.151383246
723,16.3,31.51%,0.0024,0.026793288
724,5.01,26.52%,0.0005,0.001840674
725,21.5,25.66%,0.0065,0.10389015
726,0.13,17.69%,0.0063,0.000674119
727,8.97,2.73%,0.0047,0.041008059
728,17.51,28.85%,0.0097,0.120846141
729,11.12,23.70%,0.0057,0.048361992
730,2.87,8.30%,0.005,0.01315895
731,2.37,11.72%,0.0093,0.019457795
732,0.78,23.60%,0.0009,0.000536328
733,14.09,28.42%,0.0005,0.005042811
734,21.78,0.25%,0.0056,0.12166308
735,10.47,18.84%,0.0066,0.056083183
736,12.12,0.35%,0.0049,0.059180142
737,18.47,25.17%,0.0014,0.019349541
738,0.77,31.03%,0.0069,0.003664376
739,14.79,4.66%,0.0023,0.032431808
740,22.3,4.40%,0.0076,0.16202288
741,17.04,28.22%,0.006,0.073387872
742,22.59,29.22%,0.0059,0.094336292
743,9.42,14.66%,0.0097,0.077978572
744,23.44,26.26%,0.0089,0.153833438
745,0.96,37.37%,0.0019,0.001142371
746,17.72,32.88%,0.0064,0.07611945
747,2.38,4.11%,0.0072,0.01643171
748,19.49,38.76%,0.0076,0.090711138
749,24.88,17.99%,0.0025,0.05101022
750,24.52,30.27%,0.0058,0.099167217
751,1.56,29.39%,0.0056,0.00616849
752,23.45,30.78%,0.0059,0.095769331
753,24.07,7.95%,0.0093,0.206054846
754,7.27,20.46%,0.0027,0.015612907
755,7.38,15.80%,0.0041,0.025477236
756,18.62,25.16%,0.0036,0.050166749
757,2.61,33.77%,0.0059,0.010198758
758,7.53,8.45%,0.009,0.062043435
759,6.15,3.79%,0.0062,0.036684873
760,3.7,28.15%,0.0063,0.016748235
761,1.38,3.14%,0.0059,0.007886341
762,22.57,39.37%,0.0061,0.083473565
763,9.85,6.53%,0.0097,0.089305912
764,21.95,1.38%,0.0005,0.010823545
765,14.38,10.55%,0.0014,0.018008074
766,15,9.71%,0.0042,0.0568827
767,20.61,5.10%,0.009,0.17603001
768,3.81,39.48%,0.0018,0.004150462
769,7.42,10.90%,0.0048,0.031733856
770,22.31,36.15%,0.0094,0.133902389
771,4.63,21.60%,0.001,0.00362992
772,1.19,32.93%,0.0083,0.006624504
773,12.97,22.99%,0.0069,0.068918559
774,23.41,30.08%,0.0002,0.003273654
775,20.66,38.84%,0.0083,0.104875945
776,6.2,33.31%,0.0075,0.03101085
777,4.17,32.71%,0.0033,0.009259777
778,11.45,27.84%,0.003,0.02478696
779,14.4,17.75%,0.0069,0.0817236
780,3.12,32.57%,0.0012,0.002524579
781,2.59,0.95%,0.0005,0.001282698
782,16.89,30.91%,0.0035,0.040842554
783,1.72,5.97%,0.0071,0.011482944
784,7.54,26.33%,0.0031,0.017219626
785,24.77,14.59%,0.0071,0.150208005
786,22.83,13.93%,0.0004,0.007859912
787,11.89,19.68%,0.0055,0.052525264
788,19.87,7.62%,0.0081,0.148682839
789,8.65,26.42%,0.0067,0.042643289
790,10.4,22.03%,0.0022,0.017839536
791,5.1,11.48%,0.003,0.01354356
792,24.83,15.24%,0.0093,0.195726944
793,23.9,7.71%,0.0074,0.163224094
794,19.55,3.76%,0.0028,0.052681776
795,5.36,15.42%,0.0026,0.011787069
796,22.67,38.66%,0.002,0.027811556
797,7.66,9.07%,0.0081,0.056418428
798,4.88,9.60%,0.0006,0.002646912
799,13.56,20.17%,0.001,0.010824948
800,9.1,28.92%,0.0052,0.033635056
801,22.9,35.88%,0.0083,0.121872884
802,18.09,24.83%,0.0039,0.053033187
803,0.95,26.68%,0.0002,0.000139308
804,4,20.10%,0.005,0.01598
805,17.47,37.08%,0.0007,0.007694487
806,11.45,13.04%,0.0035,0.03484922
807,19.27,11.08%,0.0028,0.047977675
808,14.98,29.88%,0.0089,0.093485386
809,8.41,38.27%,0.004,0.020765972
810,19.76,29.05%,0.0067,0.093932124
811,10.23,19.34%,0.0094,0.077564269
812,1.7,18.53%,0.0085,0.011772415
813,0.05,2.07%,0.0036,0.000176274
814,18.69,32.90%,0.0022,0.027590178
815,10.85,27.60%,0.0034,0.02670836
816,11.82,15.14%,0.0091,0.091277113
817,21.5,29.00%,0.0065,0.0992225
818,22.28,24.18%,0.005,0.08446348
819,21.52,34.78%,0.0051,0.071580254
820,22.34,39.05%,0.0086,0.117099578
821,15.23,19.83%,0.0021,0.025640771
822,4.88,19.80%,0.005,0.0195688
823,23.73,9.61%,0.0073,0.156581693
824,13.48,0.58%,0.0058,0.077730533
825,0.92,34.05%,0.0029,0.001759546
826,17.8,10.03%,0.0036,0.057652776
827,14.06,38.22%,0.0022,0.01910979
828,14.11,23.36%,0.0078,0.084348451
829,9.32,22.94%,0.008,0.057455936
830,17.06,31.30%,0.0052,0.060945144
831,16.23,2.95%,0.0079,0.124434599
832,17.84,2.96%,0.0092,0.159269811
833,21.15,12.22%,0.0089,0.165232683
834,5.87,7.36%,0.0046,0.025014653
835,16.48,28.63%,0.0012,0.014114131
836,22.36,38.83%,0.0035,0.047871642
837,8,23.13%,0.008,0.0491968
838,0.04,35.58%,0.0069,0.000177799
839,7.83,32.36%,0.0066,0.034954999
840,9.45,14.43%,0.0014,0.011320911
841,18.17,37.08%,0.0055,0.062879102
842,8.08,5.11%,0.0018,0.013800802
843,4.09,35.66%,0.0043,0.011315476
844,10.06,37.54%,0.0006,0.003770086
845,0.82,28.91%,0.0063,0.003672509
846,7.49,34.93%,0.0029,0.014133855
847,19.75,12.12%,0.0012,0.02082756
848,4.39,19.61%,0.0006,0.002117473
849,21.66,17.76%,0.0042,0.074815373
850,15.06,25.60%,0.0024,0.026891136
851,21.07,3.05%,0.0006,0.012256419
852,2.78,0.03%,0.0099,0.027513743
853,6.94,7.56%,0.0071,0.045548886
854,15.63,24.92%,0.008,0.093880032
855,19.92,38.10%,0.0022,0.027127056
856,0.52,24.23%,0.0064,0.002521626
857,1.93,29.39%,0.0017,0.002316714
858,12.14,14.70%,0.0035,0.03624397
859,0.12,34.24%,0.0087,0.000686534
860,11.78,32.95%,0.0006,0.004739094
861,0.76,13.29%,0.0009,0.000593096
862,5.35,16.97%,0.008,0.03553684
863,3.63,39.91%,0.0093,0.020285783
864,14.3,28.16%,0.0069,0.070884528
865,23.37,14.58%,0.0047,0.093824474
866,24.48,12.17%,0.0068,0.146205331
867,13.75,13.56%,0.0074,0.0879527
868,13.22,22.27%,0.0055,0.056517483
869,6.15,14.61%,0.0023,0.012078416
870,6.06,33.91%,0.0052,0.020826281
871,1.84,12.08%,0.0035,0.005662048
872,20.27,19.81%,0.0072,0.117032494
873,12.45,8.77%,0.0031,0.035210219
874,17.06,20.46%,0.0034,0.046136382
875,12.99,11.93%,0.0039,0.044617143
876,13.86,29.04%,0.0064,0.062944358
877,11.1,38.93%,0.0004,0.002711508
878,9.61,19.79%,0.0015,0.011562272
879,5.97,20.78%,0.0087,0.041146076
880,10.72,39.15%,0.0026,0.016960112
881,3.14,35.52%,0.0042,0.008503622
882,8.41,31.26%,0.0075,0.043357755
883,22.45,3.59%,0.0076,0.164494742
884,10.52,33.22%,0.0004,0.002810102
885,7.46,11.37%,0.0035,0.023141293
886,10.14,14.50%,0.0095,0.08236215
887,18.18,39.66%,0.0046,0.050461135
888,16.94,16.53%,0.0061,0.08625289
889,15.15,18.63%,0.0016,0.019724088
890,2.37,24.61%,0.0062,0.011077807
891,6.98,0.05%,0.0041,0.028603691
892,14.65,12.48%,0.0044,0.056415392
893,14.49,23.56%,0.0081,0.089716864
894,3.17,22.35%,0.0051,0.012553676
895,9.08,38.58%,0.0016,0.008923098
896,14.46,12.09%,0.0088,0.111863717
897,9.73,39.10%,0.0059,0.034960863
898,12.55,35.61%,0.008,0.06464756
899,0.29,25.21%,0.0098,0.002125532
900,13.13,34.87%,0.0033,0.028220178
901,5.39,23.83%,0.0013,0.005337232
902,12.71,28.45%,0.0048,0.043651224
903,13.98,4.44%,0.0032,0.042749722
904,13.99,36.64%,0.0064,0.05673001
905,21.2,27.90%,0.0061,0.09323972
906,0.55,26.08%,0.0023,0.000935088
907,20.9,16.53%,0.0076,0.132583748
908,20.03,38.45%,0.0077,0.094929181
909,19.76,30.30%,0.0071,0.097786312
910,7.69,17.09%,0.0069,0.043992875
911,6.82,8.10%,0.0032,0.020056256
912,16.49,31.17%,0.0027,0.030645181
913,18.03,33.52%,0.0069,0.082705774
914,14.89,14.67%,0.0029,0.036846347
915,2.31,34.98%,0.0031,0.004656082
916,9.89,29.82%,0.002,0.013881604
917,11.14,15.01%,0.0023,0.021776138
918,10.52,32.27%,0.0046,0.032775902
919,7.74,27.20%,0.0085,0.04789512
920,23.27,33.21%,0.0093,0.144540907
921,4.01,10.30%,0.0071,0.025538487
922,4.53,8.52%,0.0075,0.03108033
923,12.24,39.63%,0.0015,0.011083932
924,16.08,3.99%,0.0081,0.125051105
925,9.38,24.32%,0.0061,0.043302582
926,7.29,27.77%,0.0009,0.00473901
927,14.59,31.15%,0.0085,0.085384328
928,14.48,26.76%,0.002,0.021210304
929,14.34,9.97%,0.0013,0.016783393
930,14.74,1.57%,0.0033,0.047878321
931,14.58,5.32%,0.0056,0.077304326
932,20.08,27.53%,0.0064,0.093132646
933,2.16,2.63%,0.0001,0.000210319
934,9.06,27.65%,0.0033,0.021631203
935,22.22,6.15%,0.0031,0.064645757
936,12.52,4.83%,0.0076,0.090556158
937,21.98,38.83%,0.0005,0.006722583
938,9.96,26.47%,0.0085,0.062250498
939,13.83,5.90%,0.0012,0.015616836
940,7.82,25.69%,0.0062,0.03602846
941,11.91,24.86%,0.0083,0.074278144
942,24.85,17.15%,0.0037,0.076176433
943,16.27,21.73%,0.0011,0.014007982
944,11.42,34.36%,0.0034,0.025486699
945,22.83,38.32%,0.0001,0.001408154
946,15.14,14.08%,0.0067,0.08715553
947,1.88,35.21%,0.0042,0.005115818
948,10.53,30.91%,0.0057,0.041468509
949,16.26,38.25%,0.0012,0.01204866
950,21.36,30.60%,0.0014,0.020753376
951,22.85,2.43%,0.0011,0.02452422
952,1.04,10.54%,0.004,0.003721536
953,11.05,34.37%,0.0041,0.029733672
954,21.79,12.96%,0.0004,0.007586406
955,18.43,3.95%,0.0004,0.007080806
956,24.77,35.64%,0.0021,0.033478141
957,0.53,10.53%,0.0035,0.001659669
958,7.23,23.41%,0.007,0.038762199
959,1.25,21.00%,0.008,0.0079
960,15.27,36.10%,0.0086,0.083914758
961,24.33,25.86%,0.0092,0.16595201
962,2.64,6.31%,0.0073,0.018055937
963,21.64,27.01%,0.0009,0.014215532
964,1.55,36.99%,0.0074,0.007227247
965,22.03,24.31%,0.0052,0.086707436
966,17.4,1.15%,0.0067,0.11523933
967,22.27,34.48%,0.0084,0.122566954
968,18.94,16.89%,0.0061,0.096020307
969,17.15,10.79%,0.0083,0.126985975
970,3.62,15.81%,0.0035,0.010666873
971,15.31,29.66%,0.0054,0.058152892
972,12.01,30.42%,0.0019,0.01587746
973,24.1,16.33%,0.0054,0.108888138
974,8.92,21.10%,0.0079,0.055599252
975,6.37,28.78%,0.0031,0.014063813
976,1.25,26.77%,0.003,0.002746125
977,13.6,24.01%,0.01,0.1033464
978,21.6,31.89%,0.007,0.10298232
979,6.61,19.32%,0.0021,0.011199191
980,14.35,26.22%,0.0035,0.037056005
981,20.85,39.83%,0.0048,0.060218136
982,14.59,26.44%,0.0045,0.048295818
983,6.25,32.48%,0.0071,0.029962
984,13.08,13.57%,0.0021,0.023740592
985,12.05,17.11%,0.0052,0.051938874
986,13.2,8.09%,0.0096,0.116468352
987,22.63,38.82%,0.0078,0.107991265
988,17.29,32.07%,0.0001,0.00117451
989,11.66,9.18%,0.0042,0.04447637
990,2.54,16.79%,0.0068,0.014372031
991,10.56,10.50%,0.0085,0.0803352
992,8.27,22.10%,0.0066,0.042519378
993,23.94,22.55%,0.0098,0.181706994
994,21.08,22.60%,0.005,0.0815796
995,18.42,33.76%,0.0032,0.039044506
996,2.79,32.15%,0.0035,0.006625553
997,4.47,31.37%,0.0057,0.017486238
998,0.13,3.21%,0.0086,0.001082112
999,8.62,15.13%,0.0014,0.010242112
1000,13.41,30.69%,0.0037,0.034389543
1001,4.07,14.91%,0.0066,0.022856876
1002,17.92,6.36%,0.0012,0.020136346
1003,21.62,34.80%,0.0096,0.135323904
1004,21.32,2.47%,0.0006,0.012476038
1005,19.97,38.69%,0.0002,0.002448721
1006,3.99,27.87%,0.0086,0.024750688
1007,1.15,29.00%,0.0003,0.00024495
1008,6.59,18.53%,0.0027,0.014495957
1009,13.62,0.86%,0.0049,0.066164053
1010,22.15,23.93%,0.0074,0.124686337
1011,14.09,2.24%,0.0057,0.078513989
1012,21.42,14.65%,0.0054,0.098722638
1013,4.38,36.82%,0.0076,0.021031358
1014,22.59,30.70%,0.0046,0.072012402
1015,0.25,25.18%,0.003,0.00056115
1016,3.95,31.26%,0.0088,0.023894024
1017,0.07,18.80%,0.0004,0.000022736
1018,24.2,23.86%,0.0064,0.117925632
1019,8.75,35.89%,0.0077,0.043194113
1020,4.43,36.88%,0.0056,0.01565881
1021,8.79,5.95%,0.0041,0.03389468
1022,17.36,3.13%,0.0098,0.164802994
1023,14.26,17.72%,0.0044,0.051625763
1024,17.06,5.94%,0.0052,0.083442507
1025,24.81,12.58%,0.009,0.195200118
1026,14.32,16.78%,0.0064,0.076269466
1027,23.72,6.38%,0.0063,0.139901983
1028,21.14,19.11%,0.0018,0.030780263
1029,8.31,22.83%,0.0045,0.028857722
1030,10.51,4.83%,0.001,0.010002367
1031,1.18,12.59%,0.01,0.01031438
1032,24.54,28.13%,0.001,0.017636898
1033,9.19,21.51%,0.0004,0.002885292
1034,9.09,33.60%,0.0071,0.042853896
1035,8.37,16.90%,0.0019,0.013215393
1036,21.74,9.96%,0.0046,0.090043602
1037,16.34,19.97%,0.0066,0.086307553
1038,22.26,6.14%,0.0018,0.037607825
1039,2.26,18.60%,0.0043,0.007910452
1040,20.33,22.96%,0.0068,0.106503178
1041,10.57,1.39%,0.0022,0.022930769
1042,8.05,35.83%,0.0028,0.014463918
1043,11.39,0.30%,0.002,0.02271166
1044,19.72,11.69%,0.0054,0.094039553
1045,20.5,19.10%,0.0009,0.01492605
1046,23.39,32.76%,0.0092,0.144692411
1047,4.6,13.57%,0.0076,0.030215928
1048,16.67,17.98%,0.0066,0.090240044
1049,5.08,9.01%,0.0058,0.026809294
1050,7.81,23.86%,0.0018,0.010703761
1051,4.14,28.89%,0.0043,0.012659002
1052,2.44,28.27%,0.002,0.003500424
1053,6.25,35.64%,0.0038,0.0152855
1054,22.15,25.29%,0.0013,0.021512745
1055,11.63,29.81%,0.004,0.032652388
1056,8.83,5.58%,0.0007,0.0058361
1057,18.24,19.74%,0.0016,0.023423078
1058,8.37,7.58%,0.0037,0.02862155
1059,11.15,16.81%,0.0045,0.041740583
1060,21.54,32.91%,0.0032,0.046243795
1061,19.05,28.01%,0.0039,0.053484971
1062,22.31,26.82%,0.0082,0.133876956
1063,21.31,18.97%,0.0033,0.056982727
1064,8.5,32.12%,0.0004,0.00230792
1065,7.22,17.36%,0.0029,0.017303163
1066,5.9,14.22%,0.0099,0.050104098
1067,7.7,7.79%,0.0004,0.002840068
1068,18.92,21.98%,0.0018,0.026570491
1069,1.98,2.14%,0.0049,0.009494377
1070,23.09,7.46%,0.0023,0.049145218
1071,4.75,15.47%,0.0052,0.02087891
1072,11.32,8.21%,0.005,0.05195314
1073,8.25,30.88%,0.0028,0.01596672
1074,2.4,32.35%,0.0081,0.01315116
1075,2.09,1.68%,0.0047,0.009657974
1076,6.32,25.96%,0.0015,0.007018992
1077,0.28,37.25%,0.0074,0.00130018
1078,11.43,4.53%,0.0087,0.094936323
1079,13.29,30.32%,0.0034,0.031485605
1080,3.53,38.91%,0.0056,0.012076271
1081,24.88,10.86%,0.0002,0.004435606
1082,6.35,22.17%,0.0063,0.031135892
1083,11.88,1.02%,0.0026,0.030572942
1084,16.48,23.81%,0.0096,0.120538675
1085,9.6,17.18%,0.0087,0.069171264
1086,15.47,27.31%,0.0059,0.066346344
1087,5.42,24.66%,0.0094,0.038384223
1088,12.31,17.47%,0.004,0.040637772
1089,10.32,37.11%,0.0018,0.011682446
1090,0.91,36.61%,0.0001,5.76849E-05
1091,20.04,16.84%,0.0089,0.14832085
1092,15.74,28.61%,0.0057,0.06404968
1093,23.06,35.65%,0.0001,0.001483911
1094,18.48,8.55%,0.0062,0.104779752
1095,2.88,18.22%,0.0055,0.012953952
1096,10.36,3.09%,0.007,0.070279132
1097,22.15,38.85%,0.0093,0.125965943
1098,18.69,9.35%,0.0071,0.120291644
1099,9.78,37.75%,0.0096,0.05844528
1100,4.65,14.49%,0.0013,0.00516908
1101,11.4,15.78%,0.0005,0.00480054
1102,14.8,12.68%,0.0057,0.073663152
1103,7.32,9.47%,0.0093,0.061629203
1104,9.91,39.12%,0.0012,0.00723985
1105,1.67,30.54%,0.008,0.009279856
1106,0.79,34.56%,0.0083,0.004290901
1107,6.29,15.27%,0.0097,0.051696315
1108,24.64,22.66%,0.0037,0.070509331
1109,3.05,16.06%,0.0061,0.015617037
1110,16.45,5.69%,0.0027,0.041887787
1111,19.63,37.86%,0.0028,0.03415463
1112,6.42,26.34%,0.0086,0.040669159
1113,2.19,38.34%,0.0089,0.012018151
1114,16.37,32.12%,0.0058,0.064449345
1115,1.16,26.36%,0.0025,0.00213556
1116,2.89,35.87%,0.0043,0.007969435
1117,15.77,11.59%,0.0083,0.115720733
1118,15.55,8.84%,0.0046,0.065206748
1119,13.58,11.37%,0.0023,0.027682694
1120,10.86,28.33%,0.0046,0.035803465
1121,9.33,16.24%,0.0095,0.074240676
1122,0.32,35.16%,0.0027,0.000560218
1123,20.95,33.23%,0.0058,0.081132227
1124,17.3,18.18%,0.002,0.02830972
1125,4.24,8.56%,0.0043,0.016671341
1126,0.87,13.97%,0.0074,0.005538611
1127,6.41,17.40%,0.006,0.03176796
1128,24.38,25.97%,0.0006,0.010829108
1129,18.33,27.02%,0.0097,0.12975917
1130,1.73,14.42%,0.0038,0.005626029
1131,10.13,23.39%,0.006,0.046563558
1132,5.95,17.65%,0.0096,0.04703832
1133,16.98,35.28%,0.0074,0.081321974
1134,22,15.14%,0.0063,0.11761596
1135,10.33,7.93%,0.0042,0.03994549
1136,7.99,5.01%,0.0048,0.036430565
1137,2.34,21.31%,0.0076,0.01399423
1138,18.92,37.96%,0.0056,0.065732621
1139,22.52,9.86%,0.0095,0.192845516
1140,22.52,3.78%,0.0028,0.060672483
1141,12.84,28.14%,0.004,0.036907296
1142,17.95,36.61%,0.0008,0.009102804
1143,10.49,27.22%,0.0067,0.051151967
1144,9.61,2.82%,0.0004,0.003735599
1145,9.24,39.33%,0.0037,0.02074186
1146,3.08,25.82%,0.0023,0.005254911
1147,19.18,36.88%,0.005,0.06053208
1148,0.38,32.81%,0.0099,0.002527688
1149,19.71,0.86%,0.009,0.175864446
1150,7.5,31.66%,0.0033,0.01691415
1151,6.38,33.09%,0.0069,0.02945512
1152,18.08,11.75%,0.0041,0.06541796
1153,5.85,31.73%,0.0056,0.022365252
1154,21.03,28.05%,0.0002,0.003026217
1155,7.56,35.21%,0.0037,0.018123059
1156,2.78,4.41%,0.0048,0.01275553
1157,5.11,29.33%,0.0017,0.006139103
1158,11.26,26.14%,0.0079,0.065701424
1159,20.41,18.65%,0.0089,0.147771462
1160,15.73,9.71%,0.0077,0.109360151
1161,12.19,25.19%,0.0086,0.078426315
1162,18.79,3.59%,0.0055,0.099634915
1163,2.42,15.12%,0.0089,0.018281454
1164,7.4,37.88%,0.0042,0.019306896
1165,14.77,0.84%,0.0017,0.024898084
1166,23.09,19.76%,0.0035,0.064845956
1167,16.28,24.54%,0.002,0.024569776
1168,16.69,8.14%,0.0043,0.065925166
1169,13.73,26.70%,0.0056,0.056358904
1170,0.2,23.31%,0.004,0.00061352
1171,3.13,7.88%,0.0015,0.004325034
1172,9.05,27.57%,0.0012,0.007865898
1173,2.7,19.22%,0.0055,0.01199583
1174,14.67,36.31%,0.0045,0.042044954
1175,11.4,5.95%,0.0094,0.10078398
1176,0.66,20.15%,0.0042,0.002213442
1177,22.01,13.79%,0.0047,0.089181659
1178,2.24,8.36%,0.003,0.006158208
1179,10.45,38.35%,0.0095,0.061203038
1180,19.1,9.23%,0.0022,0.038141554
1181,4.42,14.74%,0.0032,0.012059174
1182,13.21,17.95%,0.0038,0.041187459
1183,3.47,35.75%,0.0049,0.010924428
1184,10.48,17.49%,0.0072,0.062258746
1185,9.61,4.44%,0.0053,0.048671575
1186,23.53,15.56%,0.0092,0.182792334
1187,5.8,13.87%,0.003,0.01498662
1188,11.22,23.59%,0.006,0.051439212
1189,23.77,30.77%,0.0031,0.05101351
1190,10.27,18.25%,0.0043,0.036101618
1191,6.39,30.95%,0.0037,0.016325492
1192,2.06,10.52%,0.0032,0.005898522
1193,8.93,34.80%,0.0077,0.044832172
1194,21.82,33.94%,0.0082,0.118197194
1195,20.71,17.51%,0.0002,0.003416736
1196,11.79,33.52%,0.0039,0.030568169
1197,15.7,22.76%,0.003,0.03638004
1198,15.2,33.53%,0.0006,0.006062064
1199,18.17,17.47%,0.0037,0.055484094
1200,7.4,39.53%,0.0059,0.026401202
1201,18.32,0.53%,0.0014,0.025512066
1202,17.65,2.66%,0.0075,0.128853825
1203,16.42,2.05%,0.0077,0.123842103
1204,18.56,31.01%,0.0056,0.071705446
1205,4.05,26.66%,0.0098,0.029108646
1206,9.32,20.51%,0.0096,0.071121293
1207,11,1.66%,0.0027,0.02920698
1208,6.91,34.12%,0.0035,0.015933078
1209,11.21,27.99%,0.0054,0.043590533
1210,19.13,20.95%,0.0017,0.025707851
1211,20.18,24.60%,0.0069,0.104988468
1212,17.06,17.01%,0.0054,0.076453708
1213,14.46,29.88%,0.0025,0.02534838
1214,5.86,0.97%,0.0065,0.037720527
1215,10.6,28.16%,0.0019,0.014468576
1216,12.1,22.59%,0.0064,0.059946304
1217,8.38,13.89%,0.006,0.043296108
1218,8.65,28.11%,0.0015,0.009327728
1219,11.68,9.12%,0.0037,0.039274701
1220,11.65,27.43%,0.0015,0.012681608
1221,7.96,3.99%,0.0011,0.008406636
1222,15.33,11.28%,0.0008,0.010880621
1223,24.63,39.44%,0.0082,0.12231061
1224,1.33,14.81%,0.0052,0.00589174
1225,2.93,22.29%,0.0046,0.010473754
1226,8.94,30.96%,0.0066,0.040736362
1227,10.28,1.60%,0.0017,0.017196384
1228,8.15,28.85%,0.0019,0.011017578
1229,22.55,33.80%,0.0071,0.10598951
1230,17.95,13.75%,0.0054,0.083602125
1231,17.52,22.17%,0.0092,0.125449507
1232,0.65,13.42%,0.0022,0.001238094
1233,23.21,30.41%,0.0017,0.027458126
1234,10.21,10.76%,0.0089,0.081091496
1235,3.43,16.24%,0.0077,0.022121854
1236,11.9,16.16%,0.0011,0.010974656
1237,8.11,39.81%,0.0049,0.023918904
1238,3.61,0.37%,0.0034,0.012228586
1239,17.07,7.71%,0.0049,0.077194125
1240,17.62,0.61%,0.0033,0.057791309
1241,5.46,9.10%,0.0079,0.039208806
1242,14.66,26.57%,0.0015,0.016147257
1243,8.67,33.04%,0.0012,0.006966518
1244,13.49,35.61%,0.0089,0.077307278
1245,0.6,31.42%,0.009,0.00370332
1246,4.77,26.46%,0.0047,0.016486933
1247,20.12,26.12%,0.0055,0.081755608
